name,clusterName,id
Sample Preparation,Science and Research: Laboratory Research;Specialised Skills,1583
Motor Vehicle Operation,Supply Chain and Logistics: Transportation Operations;Specialised Skills,1584
Criminal Justice,Legal: Law Enforcement and Criminal Justice;Specialised Skills,1585
Law Enforcement or Criminal Justice Experience,Legal: Law Enforcement and Criminal Justice;Specialised Skills,1586
Needs Assessment,Customer and Client Support: Advanced Customer Service;Specialised Skills,1587
Property Management Systems,Business: Property Management;Specialised Skills,1588
Engineering Activities,Engineering: Engineering Practices;Specialised Skills,1589
Prevention of Criminal Activity,Legal: Law Enforcement and Criminal Justice;Specialised Skills,1590
Good Publishing Practices (GPP),Specialised Skills,1591
International Business,Business: Business Strategy;Specialised Skills,1592
Financial Data Interpretation,Finance: Financial Reporting;Specialised Skills,1593
Budget Administration,Finance: Budget Management;Specialised Skills,1594
Financial Operation,Finance: Financial Management;Specialised Skills,1595
Oracle Cloud,Information Technology: Cloud Solutions;Specialised Skills,1596
Pay Per Click (PPC),Marketing and Public Relations: Online Marketing;Specialised Skills,1597
Social Content,Marketing and Public Relations: Social Media;Specialised Skills,1598
Pivot Tables,Information Technology: Advanced Microsoft Excel;Specialised Skills,1599
Japanese,Specialised Skills,1600
Engineering Documentation,Engineering: Engineering Practices;Specialised Skills,1601
Logistics Analysis,Supply Chain and Logistics: Logistics;Specialised Skills,1602
Hazard Risk,Environment: Hazardous Waste Management;Specialised Skills,1603
Demand Management,Marketing and Public Relations: Market Analysis;Specialised Skills,1604
Staffing,Human Resources: Recruitment;Specialised Skills,1605
Administration Management,Specialised Skills,1606
Analytical Testing,Science and Research: Research Methodology;Specialised Skills,1607
Traffic Engineering,Engineering: Civil and Architectural Engineering;Specialised Skills,1608
Wound Care/ Treatment,Health Care: First Aid;Specialised Skills,1609
Data Capture,Analysis: Data Mining;Specialised Skills,1610
Loan Processing,Finance: General Lending;Specialised Skills,1611
Electrical Wiring,"Maintenance, Repair, and Installation: Basic Electrical Systems;Specialised Skills",1612
False Positive,Information Technology: Cybersecurity;Specialised Skills,1613
Nailing,Specialised Skills,1614
Actuators,"Maintenance, Repair, and Installation: Basic Electrical Systems;Specialised Skills",1615
Life Insurance Industry Knowledge,Information Technology: Other Programming Languages;Specialised Skills,1616
Polish,Specialised Skills,1617
Test Tools,Information Technology: Test Automation;Specialised Skills,1618
Psychiatric Disorders,Health Care: Mental Health Diseases and Disorders;Specialised Skills,1619
Business Rules Engines,Analysis: Business Intelligence Software;Specialised Skills,1620
Health Screening,Specialised Skills,1621
Carpenter Tools,Specialised Skills,1622
Residential Carpentry,Specialised Skills,1623
Milking Cows,Specialised Skills,1624
Special Needs Children,Education and Training: Education Administration;Specialised Skills,1625
Child Development,Education and Training: Child Development;Specialised Skills,1626
Massage,Health Care: Alternative Therapy;Specialised Skills,1627
Massage Therapy,Health Care: Alternative Therapy;Specialised Skills,1628
Family Therapy,Health Care: Mental Health Therapies;Specialised Skills,1629
Working With Patient And/Or Condition: Attention Deficit Hyperactivity Disorder (ADHD),Health Care: Mental Health Diseases and Disorders;Specialised Skills,1630
Microcontrollers,Engineering: Electrical and Computer Engineering;Specialised Skills,1631
Legal Research,Legal: Legal Research;Specialised Skills,1632
Patient Preparation,Health Care: Basic Patient Care;Specialised Skills,1633
Fire Protection,Public Safety and National Security: Fire Inspection;Specialised Skills,1634
Datastage,"Information Technology: Extraction, Transformation, and Loading (ETL);Specialised Skills",1635
Talend Big Data,Information Technology: Big Data;Specialised Skills,1636
Emergency Medicine,Health Care: Emergency and Intensive Care;Specialised Skills,1637
Curriculum Design,Education and Training: Instructional and Curriculum Design;Specialised Skills,1638
Sleep Medicine,Health Care: General Medicine;Specialised Skills,1639
Backhoes,"Maintenance, Repair, and Installation: Heavy Equipment;Specialised Skills",1640
Jackhammers,"Maintenance, Repair, and Installation: Power Tools;Specialised Skills",1641
Shorthand,Administration: General Administrative and Clerical Tasks;Specialised Skills,1642
Loan Documentation,Finance: General Lending;Specialised Skills,1643
Creative Design,Design: Creative Design;Specialised Skills,1644
Electronic Schematics,Architecture and Construction: Electrical Construction;Specialised Skills,1645
Heat Pump Installation,Specialised Skills,1646
Data Validation,Analysis: Validation;Specialised Skills,1647
ECMAScript 2015 (ES2015 / ES6),Specialised Skills,1648
Network Traffic Analysis,Public Safety and National Security: Intelligence Collection and Analysis;Specialised Skills,1649
Sitecore,Information Technology: Web Content;Specialised Skills,1650
XHTML,Information Technology: Extensible Languages;Specialised Skills,1651
Transaction Processing,Specialised Skills,1652
News Reporting,Media and Writing: Journalism;Specialised Skills,1653
Microsoft Xamarin,Information Technology: Mobile Development;Specialised Skills,1654
Site Surveys,"Maintenance, Repair, and Installation: Equipment Repair and Maintenance;Specialised Skills",1655
Endpoint Protection,Information Technology: Anti-Malware Software;Specialised Skills,1656
Network Access Control (NAC),Information Technology: Cybersecurity;Specialised Skills,1657
Network Concepts and Terminology,Information Technology: General Networking;Specialised Skills,1658
Business Consulting,Business: Business Consulting;Specialised Skills,1659
Backend as a Service (BaaS),Information Technology: Cloud Solutions;Specialised Skills,1660
Web Applications,Information Technology: Web Development;Specialised Skills,1661
Land Use,Environment: Resource Management and Restoration;Specialised Skills,1662
Oil Refining,Energy and Utilities: Oil Refining;Specialised Skills,1663
Power Generation,Energy and Utilities: Power Generation;Specialised Skills,1664
Report Maintenance,Specialised Skills,1665
Sample Collection,Specialised Skills,1666
Lawn Mowing,"Agriculture, Horticulture, and the Outdoors: Landscaping and Yard Care;Specialised Skills",1667
Weed Sprayers,Specialised Skills,1668
Power Saws,"Maintenance, Repair, and Installation: Power Tools;Specialised Skills",1669
Financial Software Packages,Specialised Skills,1670
Software Sales,Sales: Specialised Sales;Specialised Skills,1671
Materials Design,Specialised Skills,1672
Complex Sales,Sales: Solution Sales Engineering;Specialised Skills,1673
Enterprise Sales,Sales: Business-to-Business (B2B) Sales;Specialised Skills,1674
Calving/Calf Rearing,Specialised Skills,1675
Feeding Livestock,Specialised Skills,1676
Profit Targets,Business: Business Process and Analysis;Specialised Skills,1677
Urban Planning,"Economics, Policy, and Social Studies: Urban Planning;Specialised Skills",1678
Surgical Services,Health Care: Surgery;Specialised Skills,1679
Re-Roofing,Specialised Skills,1680
Procurement Management,Supply Chain and Logistics: Supplier Relationship Management;Specialised Skills,1681
Sourcing Management,Supply Chain and Logistics: Supplier Relationship Management;Specialised Skills,1682
Portfolio Valuations,Specialised Skills,1683
Blood Pressure Measurement,Specialised Skills,1684
Cardiopulmonary Function Evaluation,Health Care: Cardiology;Specialised Skills,1685
Coronary Angiography,Specialised Skills,1686
Echocardiography,Health Care: Cardiology;Specialised Skills,1687
Electrocardiogram (EKG / ECG),Health Care: Cardiology;Specialised Skills,1688
Exercise Treadmill,Specialised Skills,1689
Elder Care,Health Care: Geriatrics;Specialised Skills,1690
Promotional Campaigns,Marketing and Public Relations: Promotions and Campaigns;Specialised Skills,1691
Working With Patient And/Or Condition: Hygiene,Health Care: Medical Support;Specialised Skills,1692
Tax Law,Finance: Tax;Specialised Skills,1693
Equipment Repair,"Maintenance, Repair, and Installation: Equipment Repair and Maintenance;Specialised Skills",1694
Geographic Information System (GIS),Information Technology: Geographic Information System (GIS) Software;Specialised Skills,1695
Flu Vaccination,Health Care: Infectious Diseases;Specialised Skills,1696
Retic,Specialised Skills,1697
Promotional Events,Marketing and Public Relations: Promotions and Campaigns;Specialised Skills,1698
End Sales Processes,Sales: General Sales Practices;Specialised Skills,1699
Basel II,Finance: Financial Regulations;Specialised Skills,1700
Financial Industry Knowledge,Specialised Skills,1701
Invoice Coding,Finance: Billing and Invoicing;Specialised Skills,1702
Tax Audits,Finance: Tax;Specialised Skills,1703
Tax Compliance,Finance: Tax;Specialised Skills,1704
Tax Planning,Finance: Tax;Specialised Skills,1705
Eclipse,Information Technology: Integrated Development Environments (IDEs);Specialised Skills,1706
Eclipse IDE,Information Technology: Integrated Development Environments (IDEs);Specialised Skills,1707
Integrated Development Environment (IDE),Information Technology: Integrated Development Environments (IDEs);Specialised Skills,1708
Retrofitting,Architecture and Construction: Construction Management;Specialised Skills,1709
Inventory Replenishment,Supply Chain and Logistics: Inventory Management;Specialised Skills,1710
Drupal,Information Technology: PHP Web;Specialised Skills,1711
Original Equipment Manufacturer (OEM),Business: Product Management;Specialised Skills,1712
Primavera,Information Technology: Project Management Software;Specialised Skills,1713
Primavera P6,Information Technology: Project Management Software;Specialised Skills,1714
Clinic Management,Health Care: Health Care Procedure and Regulation;Specialised Skills,1715
Educational Materials,Education and Training: Instructional and Curriculum Design;Specialised Skills,1716
Temperature Checking,Health Care: Patient Physical Measurements;Specialised Skills,1717
Endocrinology,Health Care: Endocrinology;Specialised Skills,1718
Tool Operation,Manufacturing and Production: Machinery;Specialised Skills,1719
Freelance Writing,Media and Writing: Writing;Specialised Skills,1720
Audit Engagements,Finance: Auditing;Specialised Skills,1721
Payroll Services,Human Resources: Payroll;Specialised Skills,1722
Facility Supervision,Supply Chain and Logistics: Facility Management and Maintenance;Specialised Skills,1723
Policy Review,Administration: General Administrative and Clerical Tasks;Specialised Skills,1724
Cisco Routers,Information Technology: Networking Hardware;Specialised Skills,1725
Cisco Secure Access Control Server (ACS),Information Technology: Network Configuration;Specialised Skills,1726
Dynamic Host Configuration Protocol (DHCP),Information Technology: Network Protocols;Specialised Skills,1727
F5 Load Balancers,Information Technology: Network Configuration;Specialised Skills,1728
Routers,Information Technology: General Networking;Specialised Skills,1729
Neuropsychology,Health Care: Mental and Behavioral Health Specialties;Specialised Skills,1730
